 DECAY0 generated file: 0nu2bplus_test.dat                      

  date and hour         :   12. 6.2019    10:36: 8
  initial random number :            0
    
  event type: Xe124           
              0nubb(mn) 0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
           1       10000
  2  0.179745     -0.862895      0.360432E-01  0.00000    
  2  0.494294E-01  0.160103      0.612747      0.00000    
      76  0.00000       2
  2  0.126885      0.491169     -0.294655      0.00000    
  2  0.173172     -0.708248     -0.569169      0.00000    
      77  0.00000       2
  2 -0.580411E-01  0.771460E-01  0.206839      0.00000    
  2 -0.619328      0.953294      0.268967      0.00000    
      78  0.00000       2
  2 -0.659574      0.434853     -0.464400      0.00000    
  2  0.168432     -0.571967      0.186681E-01  0.00000    
      79  0.00000       2
  2 -0.325392     -0.441781     -0.234536E-01  0.00000    
  2 -0.252342      0.851743      0.355050      0.00000    
      80  0.00000       2
  2 -0.574373     -0.537805     -0.261855      0.00000    
  2  0.291805     -0.533445      0.331500      0.00000    
      81  0.00000       2
  2  0.300781      0.632377      0.126633      0.00000    
  2  0.660039     -0.460786      0.995311E-01  0.00000    
      82  0.00000       2
  2 -0.783684      0.284475      0.685692      0.00000    
  2  0.209435     -0.296953      0.130284      0.00000    
      83  0.00000       2
  2  0.523873     -0.754571E-02  0.622968E-01  0.00000    
  2 -0.697523     -0.638412      0.235087      0.00000    
      84  0.00000       2
  2 -0.387745     -0.165633      0.648861      0.00000    
  2  0.358588     -0.727764E-01 -0.654519      0.00000    
      85  0.00000       2
  2  0.234505     -0.890520      0.592532      0.00000    
  2  0.234500     -0.139524     -0.238146      0.00000    
      86  0.00000       2
  2 -0.305835     -0.442291      0.917940      0.00000    
  2 -0.709415E-01 -0.454622E-01 -0.400227      0.00000    
      87  0.00000       2
  2 -0.350119     -0.129856      0.144301      0.00000    
  2 -0.189149E-01  0.883193     -0.603414      0.00000    
      88  0.00000       2
  2 -0.868561      0.199700      0.137459      0.00000    
  2 -0.384356      0.344108     -0.331577      0.00000    
      89  0.00000       2
  2 -0.415592     -0.148692     -0.503494      0.00000    
  2  0.779821E-01 -0.843897      0.746755E-01  0.00000    
      90  0.00000       2
  2 -0.672173      0.793229E-01  0.119319      0.00000    
  2  0.531517      0.570438      0.296736      0.00000    
      91  0.00000       2
  2  0.883260E-01  0.623698     -0.269582E-01  0.00000    
  2 -0.237903     -0.454866     -0.722659      0.00000    
      92  0.00000       2
  2 -0.389073     -0.118459      0.371065      0.00000    
  2  0.303683     -0.248497      0.871243      0.00000    
      93  0.00000       2
  2  0.506887      0.499916      0.380555      0.00000    
  2  0.608565      0.131174      0.352908      0.00000    
      94  0.00000       2
  2 -0.433678      0.285278     -0.178338      0.00000    
  2 -0.244386     -0.689593      0.616788      0.00000    
      95  0.00000       2
  2 -0.376795E-01  0.552364     -0.317559      0.00000    
  2  0.353384     -0.777111E-01 -0.801557      0.00000    
      96  0.00000       2
  2 -0.764645     -0.291293     -0.357832      0.00000    
  2  0.497116     -0.365407     -0.868938E-01  0.00000    
      97  0.00000       2
  2  0.299930     -0.538146     -0.618907      0.00000    
  2 -0.622842     -0.576019E-01 -0.157667      0.00000    
      98  0.00000       2
  2 -0.171081     -0.445136     -0.634730E-01  0.00000    
  2  0.161304     -0.479393      0.875507      0.00000    
      99  0.00000       2
  2  0.566927     -0.128980E-01  0.288147      0.00000    
  2  0.513335      0.703975      0.133304      0.00000    
     100  0.00000       2
  2 -0.377155      0.185995      0.563388      0.00000    
  2  0.497669     -0.357639      0.543793      0.00000    
     101  0.00000       2
  2 -0.604896     -0.266204      0.215213      0.00000    
  2 -0.400540     -0.723266      0.153662E-01  0.00000    
     102  0.00000       2
  2 -0.432699      0.100332      0.262420      0.00000    
  2 -0.477205      0.855742     -0.885273E-01  0.00000    
     103  0.00000       2
  2 -0.623145     -0.195816E-01  0.322371      0.00000    
  2 -0.450820     -0.515682     -0.451592      0.00000    
     104  0.00000       2
  2  0.350723      0.734436      0.778110      0.00000    
  2 -0.305362      0.484944E-01  0.337888E-01  0.00000    
     105  0.00000       2
  2  0.831043      0.215995      0.387405E-01  0.00000    
  2 -0.657746      0.334479E-01  0.445606E-01  0.00000    
     106  0.00000       2
  2 -0.158457E-01  0.384179     -0.401758      0.00000    
  2  0.188947     -0.805823     -0.468134      0.00000    
     107  0.00000       2
  2  0.563510      0.706075E-01 -0.287756      0.00000    
  2  0.523535      0.548808     -0.447962      0.00000    
     108  0.00000       2
  2 -0.423729     -0.249253     -0.152637      0.00000    
  2 -0.225797      0.823942      0.489700      0.00000    
     109  0.00000       2
  2 -0.196834      0.137701      0.920647      0.00000    
  2 -0.214275     -0.288909     -0.423210      0.00000    
     110  0.00000       2
  2  0.786010      0.650739      0.550690E-01  0.00000    
  2  0.179951     -0.232236     -0.362873      0.00000    
     111  0.00000       2
  2  0.175391      0.150001     -0.715263      0.00000    
  2 -0.761378      0.903940E-01  0.910767E-01  0.00000    
     112  0.00000       2
