 DECAY0 generated file: 2nu2bplus_test.dat                      

  date and hour         :   12. 6.2019    10:25:34
  initial random number :            0
    
  event type: Xe124           
              2nubb     0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
           1       10000
  2  0.363881      0.351374     -0.286389      0.00000    
     142  0.00000       2
  2 -0.222392      0.747327E-01  0.372414      0.00000    
  2  0.551897     -0.238185     -0.195099      0.00000    
     143  0.00000       2
  2 -0.386552      0.380149     -0.418020E-01  0.00000    
  2 -0.282456      0.167437     -0.182379      0.00000    
     144  0.00000       2
  2 -0.199765     -0.445603E-01  0.100045      0.00000    
  2 -0.523401     -0.287815      0.129073      0.00000    
     145  0.00000       2
  2 -0.543429E-01 -0.332968     -0.293980      0.00000    
  2 -0.558896      0.863654E-01  0.264239      0.00000    
     146  0.00000       2
  2 -0.391586E-01  0.134266      0.292468      0.00000    
  2 -0.169914      0.275167     -0.943385E-01  0.00000    
     147  0.00000       2
  2  0.155948     -0.456538     -0.502295      0.00000    
  2  0.226907     -0.347473E-01  0.224766      0.00000    
     148  0.00000       2
  2 -0.195472      0.348921     -0.237693E-02  0.00000    
  2 -0.239641     -0.505388      0.103231      0.00000    
     149  0.00000       2
  2  0.907829E-01 -0.998880E-01 -0.190510      0.00000    
  2  0.254048     -0.173698      0.127068      0.00000    
     150  0.00000       2
  2  0.338745     -0.376079      0.167098E-01  0.00000    
  2  0.595994      0.282482     -0.196793      0.00000    
     151  0.00000       2
  2 -0.245348     -0.597575      0.980185E-01  0.00000    
  2  0.223982      0.295162     -0.147001      0.00000    
     152  0.00000       2
  2 -0.232570E-01 -0.339729     -0.258879      0.00000    
  2 -0.193013      0.358538E-01  0.391371      0.00000    
     153  0.00000       2
  2 -0.244535     -0.322547      0.252612E-01  0.00000    
  2 -0.628588      0.436282     -0.150341      0.00000    
     154  0.00000       2
  2  0.268830      0.124536      0.160031      0.00000    
  2 -0.374102     -0.374692      0.181956      0.00000    
     155  0.00000       2
  2 -0.246619     -0.427488     -0.247594      0.00000    
  2  0.287365     -0.952971E-03  0.224436      0.00000    
     156  0.00000       2
  2 -0.617692     -0.486159      0.168405      0.00000    
  2 -0.166602     -0.175194     -0.791938E-01  0.00000    
     157  0.00000       2
  2  0.250753     -0.177831      0.487129      0.00000    
  2  0.224419E-01  0.222152     -0.425032      0.00000    
     158  0.00000       2
  2  0.476083     -0.244373     -0.177774      0.00000    
  2 -0.313650      0.124504      0.298654      0.00000    
     159  0.00000       2
  2 -0.565466E-02 -0.374488     -0.764634E-01  0.00000    
  2 -0.207380     -0.417384      0.184666      0.00000    
     160  0.00000       2
  2  0.116074     -0.485235     -0.272152      0.00000    
  2 -0.512337E-02  0.834246E-01  0.386319      0.00000    
     161  0.00000       2
  2  0.235729      0.418743E-01 -0.309884      0.00000    
  2 -0.104714     -0.658159      0.188406      0.00000    
     162  0.00000       2
  2 -0.892572E-01  0.403744     -0.133549      0.00000    
  2  0.254471E-01 -0.420755E-01  0.550262      0.00000    
     163  0.00000       2
  2  0.300919      0.780537E-01  0.212748      0.00000    
  2 -0.216276      0.109601     -0.285055E-01  0.00000    
     164  0.00000       2
  2 -0.455951     -0.237367      0.363487      0.00000    
  2  0.391584      0.348710E-01  0.278587E-01  0.00000    
     165  0.00000       2
  2  0.341520     -0.198147E-01  0.356576E-01  0.00000    
  2  0.478001      0.642075E-01  0.607959      0.00000    
     166  0.00000       2
  2  0.198688      0.330914      0.312693      0.00000    
  2 -0.333566      0.289844     -0.137287      0.00000    
     167  0.00000       2
  2  0.519757E-01 -0.139295     -0.547540      0.00000    
  2  0.182684      0.159145      0.350336      0.00000    
     168  0.00000       2
  2 -0.324545      0.396495     -0.726875E-01  0.00000    
  2  0.739118     -0.168335     -0.833685E-01  0.00000    
     169  0.00000       2
  2 -0.118456      0.908901E-01 -0.420854      0.00000    
  2 -0.471769      0.115979     -0.857388E-01  0.00000    
     170  0.00000       2
  2 -0.302911     -0.386534     -0.196261      0.00000    
  2  0.210038     -0.626772E-01 -0.438761      0.00000    
     171  0.00000       2
  2  0.567088     -0.511473      0.327460E-01  0.00000    
  2 -0.102217E-01 -0.202205     -0.227275      0.00000    
     172  0.00000       2
  2 -0.396784     -0.276750     -0.216577      0.00000    
  2  0.230417      0.390850     -0.273267      0.00000    
     173  0.00000       2
  2  0.917076E-01  0.183166     -0.523314E-01  0.00000    
  2  0.371278     -0.158978      0.205207      0.00000    
     174  0.00000       2
  2 -0.745809     -0.546762E-01 -0.199812      0.00000    
  2 -0.116828      0.125001     -0.279480      0.00000    
     175  0.00000       2
  2  0.739409     -0.974229E-01  0.829959E-01  0.00000    
  2 -0.523233E-01  0.166250      0.164041      0.00000    
     176  0.00000       2
  2 -0.456461     -0.313092     -0.191917E-02  0.00000    
  2 -0.738255E-01 -0.239413     -0.433242      0.00000    
     177  0.00000       2
  2 -0.312459     -0.856248E-01 -0.127937      0.00000    
  2  0.370753     -0.244009     -0.303347      0.00000    
     178  0.00000       2
  2  0.108629     -0.120547     -0.144828      0.00000    
  2  0.355254      0.271788     -0.268444      0.00000    
     179  0.00000       2
  2 -0.250348     -0.113575      0.953519E-01  0.00000    
  2  0.571611      0.633239E-01  0.403888      0.00000    
     180  0.00000       2
  2 -0.244585E-01 -0.135883      0.444474      0.00000    
  2  0.311680     -0.104826     -0.518695E-01  0.00000    
     181  0.00000       2
  2 -0.251381     -0.360714E-01  0.216672      0.00000    
  2  0.315054      0.125170     -0.206849      0.00000    
     182  0.00000       2
  2 -0.605666     -0.229913      0.130455      0.00000    
  2 -0.493700E-01  0.253831     -0.584439E-01  0.00000    
     183  0.00000       2
  2  0.144256      0.293573      0.108108      0.00000    
  2 -0.373441     -0.863088E-01  0.110093      0.00000    
     184  0.00000       2
  2 -0.122546      0.353250     -0.310792      0.00000    
  2 -0.156065     -0.319359      0.438944E-01  0.00000    
     185  0.00000       2
  2  0.260271      0.139658      0.200995      0.00000    
  2  0.403845      0.131936     -0.222798      0.00000    
     186  0.00000       2
  2 -0.239020     -0.178691     -0.561203      0.00000    
  2  0.235312     -0.326372      0.216880      0.00000    
     187  0.00000       2
  2 -0.268936      0.639833      0.791132E-02  0.00000    
  2 -0.205518      0.460164E-01  0.250791      0.00000    
     188  0.00000       2
  2 -0.310788     -0.112268     -0.268136      0.00000    
  2  0.156657     -0.931396E-01  0.462202      0.00000    
     189  0.00000       2
  2 -0.140228     -0.272073      0.496886      0.00000    
  2 -0.109434      0.723575E-01 -0.410864      0.00000    
     190  0.00000       2
  2  0.271164      0.314160      0.269226      0.00000    
  2  0.322016      0.463899      0.106911      0.00000    
     191  0.00000       2
  2  0.803379E-01 -0.440487     -0.355659      0.00000    
  2 -0.528054      0.391895      0.359602E-01  0.00000    
     192  0.00000       2
  2  0.150337     -0.855474E-01 -0.520443      0.00000    
  2  0.431476     -0.133050      0.178637      0.00000    
     193  0.00000       2
  2  0.230354E-01  0.558950      0.192816      0.00000    
  2 -0.104941     -0.254257      0.501745      0.00000    
     194  0.00000       2
  2  0.425204      0.561733E-01 -0.101413      0.00000    
  2 -0.366677      0.135563     -0.158564      0.00000    
     195  0.00000       2
  2  0.369858      0.275119     -0.885738E-01  0.00000    
  2  0.916357E-01 -0.121876      0.541355      0.00000    
     196  0.00000       2
  2 -0.377367      0.653641E-01 -0.257627      0.00000    
  2  0.291046      0.255547     -0.449410      0.00000    
     197  0.00000       2
  2 -0.566067E-01  0.509146     -0.277508      0.00000    
  2  0.294537     -0.442518      0.240720      0.00000    
     198  0.00000       2
  2 -0.366777      0.383591     -0.210801      0.00000    
  2 -0.521555E-01 -0.140625     -0.568421      0.00000    
     199  0.00000       2
  2  0.934129E-01 -0.316654E-01  0.665067      0.00000    
  2 -0.513703E-01  0.491237     -0.161353E-01  0.00000    
     200  0.00000       2
  2 -0.928773E-01  0.271082      0.239510      0.00000    
  2 -0.603053     -0.380940      0.191646      0.00000    
     201  0.00000       2
  2 -0.279607E-01  0.128027     -0.365480      0.00000    
  2  0.223752      0.124791      0.398004      0.00000    
     202  0.00000       2
  2 -0.886246E-01 -0.500545      0.221988      0.00000    
  2 -0.438641     -0.823418E-01 -0.328204      0.00000    
     203  0.00000       2
  2  0.259283     -0.323264      0.388774      0.00000    
  2  0.321249E-01 -0.363880      0.135665      0.00000    
     204  0.00000       2
  2  0.303726E-01 -0.312593     -0.254765      0.00000    
  2 -0.441046     -0.213542     -0.312737      0.00000    
