 DECAY0 generated file: 0nu2bplus_test_rc.dat                   

  date and hour         :   12. 6.2019    10:36:33
  initial random number :            0
    
  event type: Xe124           
              0nubb(rc) 0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
           1       10000
     159  0.00000       2
  2  0.522288     -0.280501     -0.193171      0.00000    
  2  0.615137     -0.172296E-01  0.646638      0.00000    
     160  0.00000       2
  2  0.311856      0.828529E-01 -0.507881      0.00000    
  2  0.372117E-01  0.566385     -0.713710      0.00000    
     161  0.00000       2
  2  0.419190     -0.250022     -0.365575      0.00000    
  2  0.642515     -0.482389E-01  0.635217      0.00000    
     162  0.00000       2
  2  0.707851     -0.594788     -0.468249      0.00000    
  2  0.400112      0.186058      0.742628E-01  0.00000    
     163  0.00000       2
  2 -0.136750     -0.236176     -0.952467      0.00000    
  2 -0.256522     -0.436926     -0.215663E-01  0.00000    
     164  0.00000       2
  2 -0.327759     -0.127214      0.232036      0.00000    
  2 -0.383300      0.185193     -0.965602      0.00000    
     165  0.00000       2
  2  0.565180E-01  0.385080     -0.435062      0.00000    
  2 -0.513422      0.769936     -0.615870E-01  0.00000    
     166  0.00000       2
  2 -0.485754E-01 -0.203395      0.303320      0.00000    
  2  0.531799E-01   1.03113     -0.352555      0.00000    
     167  0.00000       2
  2 -0.218901      0.360473      0.933635      0.00000    
  2 -0.441258      0.112014      0.870524E-01  0.00000    
     168  0.00000       2
  2 -0.791523      0.848771     -0.203091      0.00000    
  2 -0.107001E-01 -0.137343      0.151451      0.00000    
     169  0.00000       2
  2  0.430758     -0.545025E-01  0.408671      0.00000    
  2  0.390167      0.769383     -0.309938      0.00000    
     170  0.00000       2
  2  0.282749     -0.161918E-01 -0.650323      0.00000    
  2  0.251018      0.302545     -0.711991      0.00000    
     171  0.00000       2
  2 -0.693668      0.799581     -0.150241      0.00000    
  2  0.210216     -0.327291      0.986734E-01  0.00000    
     172  0.00000       2
  2  0.547402      0.482228E-02  0.196171      0.00000    
  2 -0.445037     -0.172001      0.797569      0.00000    
     173  0.00000       2
  2  0.280265     -0.409217     -0.834436      0.00000    
  2 -0.362132     -0.365917     -0.134507      0.00000    
     174  0.00000       2
  2 -0.431685      0.438927     -0.535150      0.00000    
  2 -0.271675E-01  0.704976      0.429090E-01  0.00000    
     175  0.00000       2
  2 -0.481746E-01  0.204691     -0.686595E-02  0.00000    
  2 -0.303830       1.04282      0.450451      0.00000    
     176  0.00000       2
  2 -0.216635     -0.785634E-01  0.450289      0.00000    
  2  0.911519      0.204751      0.333037      0.00000    
     177  0.00000       2
  2   1.07545      0.231482     -0.390370E-01  0.00000    
  2  0.982458E-01  0.257782     -0.220420      0.00000    
     178  0.00000       2
  2 -0.185859     -0.233461      0.296065      0.00000    
  2  0.404591     -0.814611      0.536323      0.00000    
     179  0.00000       2
  2  0.163174      0.407220     -0.211580      0.00000    
  2  0.305324      0.452859     -0.845438      0.00000    
     180  0.00000       2
  2  0.393946      0.641392      0.485509      0.00000    
  2  0.757780E-01  0.565728     -0.242320      0.00000    
     181  0.00000       2
  2 -0.453198      0.709630     -0.572848      0.00000    
  2 -0.116711      0.304530     -0.340593      0.00000    
     182  0.00000       2
  2  0.226283     -0.234487     -0.400356      0.00000    
  2  0.926203E-01 -0.632184     -0.747758      0.00000    
     183  0.00000       2
  2  0.874185E-02  0.204527     -0.196251      0.00000    
  2  0.827804      0.761410     -0.192782      0.00000    
     184  0.00000       2
  2 -0.637676      0.645152     -0.531386      0.00000    
  2 -0.630222E-02 -0.370721E-01  0.425193      0.00000    
     185  0.00000       2
  2 -0.525039      0.811167      0.384261E-01  0.00000    
  2  0.465678      0.215310      0.157299      0.00000    
     186  0.00000       2
  2  0.252511      0.540202      0.914969      0.00000    
  2 -0.203842E-01 -0.267035E-01 -0.365173      0.00000    
     187  0.00000       2
  2  0.543577     -0.218717E-01  0.795533      0.00000    
  2  0.125612      0.153098      0.503018      0.00000    
     188  0.00000       2
  2  0.187342     -0.220103      0.363899      0.00000    
  2  0.642683     -0.599835      0.524228      0.00000    
     189  0.00000       2
  2  0.222940     -0.372746      0.323986      0.00000    
  2 -0.650189     -0.895968E-01  0.704312      0.00000    
     190  0.00000       2
  2  0.293324     -0.369336      0.351392      0.00000    
  2  0.824634      0.408000      0.817876E-01  0.00000    
     191  0.00000       2
  2  0.598377     -0.542288     -0.557541      0.00000    
  2  0.150621      0.480800     -0.124512      0.00000    
     192  0.00000       2
  2  0.801669      0.119008     -0.695701      0.00000    
  2 -0.173912     -0.363216      0.102672E-01  0.00000    
     193  0.00000       2
  2  0.239897     -0.369454      0.269891      0.00000    
  2  0.699002     -0.527602     -0.446963      0.00000    
     194  0.00000       2
  2 -0.606694     -0.662359      0.706297      0.00000    
  2  0.237141     -0.216444E-01  0.148634      0.00000    
     195  0.00000       2
  2 -0.850603E-01  0.364319     -0.322833      0.00000    
  2 -0.363391      0.806408     -0.468665      0.00000    
     196  0.00000       2
  2 -0.232361E-01 -0.415869     -0.124370      0.00000    
  2  0.237767      0.464416     -0.906215      0.00000    
     197  0.00000       2
  2  0.916637     -0.276924E-01  0.549140      0.00000    
  2  0.358832     -0.150756      0.992513E-01  0.00000    
     198  0.00000       2
  2 -0.168451     -0.586073     -0.649778      0.00000    
  2  0.560823      0.855630E-01  0.262879      0.00000    
     199  0.00000       2
  2 -0.217931      0.362880       1.02137      0.00000    
  2  0.735619E-01  0.172998     -0.289689      0.00000    
     200  0.00000       2
  2  0.412424     -0.779364     -0.437032      0.00000    
  2  0.287030     -0.666656E-02 -0.428144      0.00000    
     201  0.00000       2
  2  0.131874     -0.140631     -0.300526      0.00000    
  2  0.184033      -1.08273      0.931951E-02  0.00000    
     202  0.00000       2
  2 -0.146823      0.486293E-02 -0.216564      0.00000    
  2 -0.264881      0.592867     -0.952049      0.00000    
     203  0.00000       2
  2  0.410132E-01 -0.348247      0.924576E-01  0.00000    
  2  0.960383      0.507743      0.135372      0.00000    
     204  0.00000       2
  2  0.652417E-01 -0.474697      0.331587E-01  0.00000    
  2  0.890385     -0.343227     -0.336112      0.00000    
     205  0.00000       2
  2  0.107642      0.490591     -0.351438      0.00000    
  2  0.327479      0.573170E-02 -0.840416      0.00000    
     206  0.00000       2
  2  0.813089     -0.122467     -0.515201      0.00000    
  2  0.373174      0.592733E-01  0.375310      0.00000    
     207  0.00000       2
  2 -0.784827E-01 -0.193490       1.03089      0.00000    
